		L v S log2 FC				
PA5224	55.05581583	0.112365883	0.525895584	0.213665766	0.83080771	0.994061663
PA0506	120.3121024	0.112447859	0.481642521	0.233467466	0.81539843	0.994061663
PA0260	743.8325798	0.112463582	0.559876143	0.200872252	0.840798465	0.994061663
PA2047	81.15833046	0.113101804	0.49555604	0.228232117	0.819465794	0.994061663
PA0718	21.20272519	0.113535178	0.620901149	0.182855481	0.854911415	0.994061663
PA3191	21.20272519	0.113535178	0.620901149	0.182855481	0.854911415	0.994061663
PA2359	64.23178514	0.114214234	0.512288438	0.222949076	0.82357514	0.994061663
PA0450	894.879725	0.114967361	0.577158928	0.199195326	0.842109955	0.994061663
PA5348	73.40775445	0.115521073	0.502082885	0.230083671	0.818026753	0.994061663
PA2339	60.35649713	0.115619945	0.517615084	0.223370509	0.823247155	0.994061663
PA3608	60.35649713	0.115619945	0.517615084	0.223370509	0.823247155	0.994061663
PA4343	17.32743718	0.116611837	0.637339943	0.182966466	0.854824331	0.994061663
PA1050	30.3786945	0.117253743	0.586381765	0.199961442	0.841510737	0.994061663
PA4277.2	6.414269806	0.118091468	0.256822387	0.459817655	0.64564711	0.994061663
PA5340	65.65717843	0.118357107	0.510576029	0.231810936	0.816684862	0.994061663
PA0549	52.60592112	0.118898393	0.530333721	0.224195422	0.822605245	0.994061663
PA4861	52.60592112	0.118898393	0.530333721	0.224195422	0.822605245	0.994061663
PA3398	393.9430706	0.119613986	0.501068736	0.238717719	0.811324476	0.994061663
PA4498	84.00911704	0.119659823	0.493763094	0.242342581	0.808514722	0.994061663
PA1079	93.18508635	0.119948624	0.488867485	0.2453602	0.806177543	0.994061663
PA0605	102.3610557	0.120095959	0.485507131	0.247361885	0.804628169	0.994061663
PA0500	26.50340649	0.120161103	0.600056261	0.200249727	0.841285278	0.994061663
PA3384	26.50340649	0.120161103	0.600056261	0.200249727	0.841285278	0.994061663
PA2148	5.211594217	0.12188032	0.260719883	0.467476121	0.640159273	0.994061663
PA4092	35.6793758	0.121920274	0.56995866	0.213910732	0.830616671	0.994061663
PA4288	35.6793758	0.121920274	0.56995866	0.213910732	0.830616671	0.994061663
PA0170	85.43451033	0.122778383	0.49294724	0.249070029	0.803306613	0.994061663
PA4391	372.1167358	0.123025248	0.498140938	0.246968757	0.804932403	0.994061663
PA1437	22.62811848	0.123737666	0.61514035	0.201153552	0.840578509	0.994061663
PA1666	22.62811848	0.123737666	0.61514035	0.201153552	0.840578509	0.994061663
PA4408	22.62811848	0.123737666	0.61514035	0.201153552	0.840578509	0.994061663
PA4773	22.62811848	0.123737666	0.61514035	0.201153552	0.840578509	0.994061663
PA4616	63.20728371	0.124152471	0.513825441	0.24162383	0.809071655	0.994061663
PA1722	9.576861169	0.124413942	0.659240541	0.188723136	0.850309818	0.994061663
PA3727	9.576861169	0.124413942	0.659240541	0.188723136	0.850309818	0.994061663
PA5354	9.576861169	0.124413942	0.659240541	0.188723136	0.850309818	0.994061663
PA3289	114.3878115	0.124771135	0.482833865	0.258414216	0.796087246	0.994061663
PA2511	138.0404314	0.124822436	0.480491412	0.259780785	0.795032873	0.994061663
PA3856	31.80408779	0.124924539	0.581817472	0.214714314	0.829990062	0.994061663
PA5463	31.80408779	0.124924539	0.581817472	0.214714314	0.829990062	0.994061663
PA1046	40.98005709	0.125575735	0.555622552	0.226009067	0.821194368	0.994061663
PA0687	77.68393432	0.12603401	0.498514706	0.25281904	0.800408053	0.994061663
PA4894	68.50796501	0.126160078	0.507387612	0.248646351	0.803634352	0.994061663
PA0905.3	5.701573161	0.126218519	0.62896635	0.200676107	0.840951843	0.994061663
PA1275	5.701573161	0.126218519	0.62896635	0.200676107	0.840951843	0.994061663
PA2050	5.701573161	0.126218519	0.62896635	0.200676107	0.840951843	0.994061663
PA2451	5.701573161	0.126218519	0.62896635	0.200676107	0.840951843	0.994061663
PA5115	5.701573161	0.126218519	0.62896635	0.200676107	0.840951843	0.994061663
PA5339	5.701573161	0.126218519	0.62896635	0.200676107	0.840951843	0.994061663
PA4717	389.8450649	0.126382453	0.500667696	0.252427816	0.800710402	0.994061663
PA0421	101.3365542	0.12658219	0.485985909	0.260464733	0.794505315	0.994061663
PA4111	82.98461561	0.127482669	0.494610962	0.257743316	0.796605014	0.994061663
PA3081	121.1138861	0.127780957	0.481915893	0.265151989	0.790892379	0.994061663
PA1993	64.632677	0.128157749	0.512058915	0.250279303	0.802371361	0.994061663
PA1077	18.75283047	0.128191644	0.631368599	0.203037725	0.839105546	0.994061663
PA1364	18.75283047	0.128191644	0.631368599	0.203037725	0.839105546	0.994061663
PA2200	18.75283047	0.128191644	0.631368599	0.203037725	0.839105546	0.994061663
PA3913	18.75283047	0.128191644	0.631368599	0.203037725	0.839105546	0.994061663
PA4049	18.75283047	0.128191644	0.631368599	0.203037725	0.839105546	0.994061663
PA4522	18.75283047	0.128191644	0.631368599	0.203037725	0.839105546	0.994061663
PA0803	55.4567077	0.128375697	0.525518514	0.244283872	0.807010974	0.994061663
PA0027	46.28073839	0.128497574	0.543180078	0.236565329	0.812994021	0.994061663
PA3387	27.92879978	0.128558679	0.594980489	0.216072092	0.828931553	0.994061663
PA4816	27.92879978	0.128558679	0.594980489	0.216072092	0.828931553	0.994061663
PA0702	205.523895	0.129615032	0.481339932	0.269279616	0.787714517	0.994061663
PA4208	171.2699125	0.12973363	0.480382154	0.270063384	0.787111491	0.994061663
PA3187	69.9333583	0.129837445	0.505906027	0.256643404	0.797454065	0.994061663
PA2817	122.5392794	0.129845736	0.481799307	0.269501707	0.787543629	0.994061663
PA4682	60.75738899	0.130356403	0.517331919	0.251978271	0.801057859	0.994061663
PA3870	162.0939432	0.130401954	0.480302645	0.271499554	0.786006842	0.994061663
PA5455	51.58141969	0.130861682	0.532457769	0.245769129	0.805860956	0.994061663
PA1296	443.6536616	0.130958392	0.508767261	0.257403339	0.796867426	0.994061663
PA1181	158.2186552	0.131540799	0.480317542	0.273862159	0.784190553	0.994061663
PA1271	66.05807029	0.132002134	0.510373838	0.258638127	0.795914463	0.994061663
PA0186	33.22948108	0.132058715	0.577435721	0.228698555	0.819103218	0.994061663
PA1847	33.22948108	0.132058715	0.577435721	0.228698555	0.819103218	0.994061663
PA1131	24.05351177	0.133018932	0.609553213	0.218223658	0.827254852	0.994061663
PA1260	24.05351177	0.133018932	0.609553213	0.218223658	0.827254852	0.994061663
PA1266	24.05351177	0.133018932	0.609553213	0.218223658	0.827254852	0.994061663
PA2902	24.05351177	0.133018932	0.609553213	0.218223658	0.827254852	0.994061663
PA2272	327.4395649	0.133112626	0.492622102	0.270212452	0.786996814	0.994061663
PA4250	14.87754247	0.133747782	0.647477386	0.206567495	0.836347648	0.994061663
PA2912	38.53016238	0.134744294	0.562179498	0.239681978	0.810576808	0.994061663
PA4018	243.029556	0.135131074	0.483908809	0.279249048	0.780053705	0.994061663
EBG00001435518	9312.361626	0.135439972	0.659137138	0.205480717	0.837196562	0.994061663
PA1916	53.00681298	0.135513398	0.529925543	0.255721581	0.79816583	0.994061663
PA1960	182.272167	0.135546633	0.480727131	0.281961688	0.777972888	0.994061663
PA4505	67.48346358	0.135694534	0.508767303	0.266712371	0.789690628	0.994061663
PA4758	67.48346358	0.135694534	0.508767303	0.266712371	0.789690628	0.994061663
PA4186	924.6793535	0.136260334	0.580108693	0.234887592	0.81429598	0.994061663
PA0704	29.35419307	0.136306483	0.590102793	0.230987694	0.817324363	0.994061663
PA2706	58.30749428	0.137013573	0.521111482	0.262925647	0.792607888	0.994061663
PA5366	179.8222723	0.137997406	0.480754231	0.28704356	0.774078967	0.994061663
PA5190	63.60817558	0.138239495	0.513600961	0.269157391	0.787808567	0.994061663
PA2390	83.38550748	0.138425574	0.494612786	0.27986655	0.779579891	0.994061663
PA1067	20.17822376	0.138579454	0.625425636	0.221576228	0.82464379	0.994061663
PA1742	20.17822376	0.138579454	0.625425636	0.221576228	0.82464379	0.994061663
PA5550	34.65487437	0.138711092	0.573226477	0.241983052	0.808793296	0.994061663
PA0586	113.764202	0.138723519	0.483320296	0.287021919	0.774095537	0.994061663
PA4715	849.044422	0.13877246	0.573101422	0.242142934	0.808669411	0.994061663
PA4998	259.3324917	0.138936881	0.485413168	0.286223963	0.774706591	0.994061663
PA0562	439.9565477	0.139074476	0.508383514	0.273562129	0.784421141	0.994061663
PA0472	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA0889	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA2063	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA2374	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA2941	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA3873	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA4093	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA4364	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA4866	11.00225446	0.140569003	0.658773945	0.213379724	0.831030794	0.994061663
PA2075	39.95555567	0.140581023	0.558507448	0.251708413	0.801266454	0.994061663
PA3635	39.95555567	0.140581023	0.558507448	0.251708413	0.801266454	0.994061663
PA5262	39.95555567	0.140581023	0.558507448	0.251708413	0.801266454	0.994061663
PA3368	79.51021947	0.140732946	0.497416211	0.282927944	0.777232073	0.994061663
PA1099	59.73288757	0.141050114	0.519051989	0.271745639	0.785817606	0.994061663
PA4768	300.7134407	0.141102915	0.489707906	0.288136895	0.773241952	0.994061663
PA0185	25.47890506	0.141496804	0.604155965	0.234205755	0.814825247	0.994061663
PA5143	25.47890506	0.141496804	0.604155965	0.234205755	0.814825247	0.994061663
PA4772	231.8045838	0.141778565	0.483259265	0.293379922	0.76923177	0.994061663
PA0042	45.25623696	0.142064308	0.545706915	0.260330782	0.79460863	0.994061663
PA3122	375.3238707	0.142293927	0.499108672	0.285096082	0.775570531	0.994061663
PA4857	30.77958636	0.143476812	0.585418162	0.24508432	0.806391144	0.994061663
PA0717	3.251678443	0.143728845	0.540545355	0.265895995	0.79031931	0.994061663
PA2013	3.251678443	0.143728845	0.540545355	0.265895995	0.79031931	0.994061663
PA4239	3.251678443	0.143728845	0.540545355	0.265895995	0.79031931	0.994061663
PA5023	267.8848515	0.144042597	0.486366581	0.296160555	0.76710747	0.994061663
PA0039	55.85759956	0.144175496	0.52518116	0.274525263	0.783680992	0.994061663
PA2494	214.8780385	0.145041951	0.482277801	0.300743577	0.763610037	0.994061663
PA1309	521.4712265	0.145122079	0.523098675	0.277427731	0.78145169	0.994061663
PA4019	188.374632	0.145498002	0.48116683	0.30238577	0.762358001	0.994061663
PA0096	16.30293576	0.145594066	0.641834155	0.226840633	0.820547667	0.994061663
PA0629	16.30293576	0.145594066	0.641834155	0.226840633	0.820547667	0.994061663
PA1622	16.30293576	0.145594066	0.641834155	0.226840633	0.820547667	0.994061663
PA2627	16.30293576	0.145594066	0.641834155	0.226840633	0.820547667	0.994061663
PA3209	16.30293576	0.145594066	0.641834155	0.226840633	0.820547667	0.994061663
PA2250	333.3193122	0.146050484	0.493731006	0.295809829	0.767375317	0.994061663
PA0946	41.38094896	0.146077628	0.554976614	0.263214025	0.792385622	0.994061663
PA1257	41.38094896	0.146077628	0.554976614	0.263214025	0.792385622	0.994061663
PA3893	130.0671377	0.146533708	0.481570529	0.304282965	0.760912322	0.994061663
PA3462	195.1007066	0.146558195	0.481411056	0.304434628	0.76079679	0.994061663
PA3946	87.66168735	0.146676684	0.492260797	0.297965398	0.765729573	0.994061663
PA5035	108.8644125	0.14679874	0.484527986	0.302972675	0.761910686	0.994061663
PA3381	98.26304994	0.146814621	0.487543366	0.301131409	0.763314291	0.994061663
PA2598	46.68163025	0.146978297	0.542663634	0.270846041	0.786509448	0.994061663
PA0612	7.126966451	0.147635677	0.648379053	0.22769964	0.819879752	0.994061663
PA1550	7.126966451	0.147635677	0.648379053	0.22769964	0.819879752	0.994061663
PA2238	7.126966451	0.147635677	0.648379053	0.22769964	0.819879752	0.994061663
PA3880	7.126966451	0.147635677	0.648379053	0.22769964	0.819879752	0.994061663
PA5008	7.126966451	0.147635677	0.648379053	0.22769964	0.819879752	0.994061663
PA1521	532.8743728	0.147837967	0.52530401	0.28143316	0.778378188	0.994061663
PA0782	142.0938936	0.147933595	0.481002558	0.307552616	0.75842278	0.994061663
PA1145	21.60361705	0.147946342	0.619586887	0.238782235	0.811274446	0.994061663
PA4810	21.60361705	0.147946342	0.619586887	0.238782235	0.811274446	0.994061663
PA2394	67.88435545	0.148903875	0.508621424	0.292759739	0.769705804	0.994061663
PA2400	99.68844323	0.149103808	0.487118261	0.306093652	0.759533341	0.994061663
PA0768	26.90429835	0.149270353	0.598955555	0.249217745	0.803192354	0.994061663
PA1073	26.90429835	0.149270353	0.598955555	0.249217745	0.803192354	0.994061663
PA1694	26.90429835	0.149270353	0.598955555	0.249217745	0.803192354	0.994061663
PA2262	26.90429835	0.149270353	0.598955555	0.249217745	0.803192354	0.994061663
PA4460	32.20497965	0.15013178	0.580919912	0.258437999	0.796068894	0.994061663
PA5032	122.3165617	0.150393461	0.482415485	0.311750899	0.755229843	0.994061663
PA1201	367.350577	0.150458337	0.498278553	0.301956278	0.762685393	0.994061663
PA4591	37.50566095	0.150762433	0.565258045	0.266714351	0.789689104	0.994061663
PA3712	42.80634225	0.151262075	0.551583634	0.274232349	0.78390607	0.994061663
PA3899	95.81315523	0.151545654	0.488591335	0.310168526	0.756432803	0.994061663
PA0496	48.10702354	0.151637307	0.5397447	0.280942651	0.778754387	0.994061663
PA2065	179.5995546	0.152017845	0.481180483	0.315926872	0.752058015	0.994061663
PA0885	79.91111133	0.152058777	0.497408247	0.305702163	0.759831426	0.994061663
PA0573	58.70838614	0.15207175	0.520838723	0.291974739	0.770305938	0.994061663
PA0259	168.998192	0.152600311	0.481041601	0.317228927	0.751069902	0.994061663
PA1224	1.202675589	0.152990263	0.292365239	0.523284723	0.600776131	0.994061663
PA1632	1.202675589	0.152990263	0.292365239	0.523284723	0.600776131	0.994061663
PA1724	1.202675589	0.152990263	0.292365239	0.523284723	0.600776131	0.994061663
PA3366.1	1.202675589	0.152990263	0.292365239	0.523284723	0.600776131	0.994061663
PA4139	1.202675589	0.152990263	0.292365239	0.523284723	0.600776131	0.994061663
PA0520	12.42764775	0.154437918	0.655839282	0.235481347	0.813835154	0.994061663
PA0968	12.42764775	0.154437918	0.655839282	0.235481347	0.813835154	0.994061663
PA1633	12.42764775	0.154437918	0.655839282	0.235481347	0.813835154	0.994061663
PA2120	12.42764775	0.154437918	0.655839282	0.235481347	0.813835154	0.994061663
PA2969	12.42764775	0.154437918	0.655839282	0.235481347	0.813835154	0.994061663
PA4086	12.42764775	0.154437918	0.655839282	0.235481347	0.813835154	0.994061663
PA4503	12.42764775	0.154437918	0.655839282	0.235481347	0.813835154	0.994061663
PA1514	76.03582332	0.155080817	0.500629094	0.309771883	0.756734435	0.994061663
PA2678	70.73514203	0.155335732	0.505679733	0.307182041	0.758704814	0.994061663
PA2860	332.0720931	0.15562242	0.493879349	0.315102099	0.752684135	0.994061663
PA0538	17.72832905	0.156089998	0.63595726	0.24544102	0.806114971	0.994061663
PA1127	17.72832905	0.156089998	0.63595726	0.24544102	0.806114971	0.994061663
PA1697	17.72832905	0.156089998	0.63595726	0.24544102	0.806114971	0.994061663
PA1713	17.72832905	0.156089998	0.63595726	0.24544102	0.806114971	0.994061663
PA1991	17.72832905	0.156089998	0.63595726	0.24544102	0.806114971	0.994061663
PA4087	17.72832905	0.156089998	0.63595726	0.24544102	0.806114971	0.994061663
PA1193	44.23173554	0.156159287	0.548324878	0.284793364	0.775802456	0.994061663
PA1347	44.23173554	0.156159287	0.548324878	0.284793364	0.775802456	0.994061663
PA4904	44.23173554	0.156159287	0.548324878	0.284793364	0.775802456	0.994061663
PA2448	440.7137879	0.156216346	0.509010891	0.306901776	0.758918137	0.994061663
PA1239	38.93105424	0.15623674	0.561492182	0.278252743	0.780818349	0.994061663
PA1998	28.32969164	0.156423347	0.593952921	0.263359841	0.79227324	0.994061663
PA2175	28.32969164	0.156423347	0.593952921	0.263359841	0.79227324	0.994061663
PA0929	23.02901034	0.156433419	0.613898048	0.254819868	0.798862229	0.994061663
PA1663	23.02901034	0.156433419	0.613898048	0.254819868	0.798862229	0.994061663
PA3268	115.991379	0.156585142	0.483468643	0.323878589	0.746029954	0.994061663
PA3619	228.10747	0.157823514	0.483516192	0.326407919	0.744115747	0.994061663
PA0101	72.16053532	0.158369512	0.504314418	0.314029317	0.753498773	0.994061663
PA4703	61.55917272	0.159294106	0.516870096	0.308189828	0.757937892	0.994061663
PA3001	56.25849142	0.15976874	0.524882317	0.30438964	0.760831059	0.994061663
PA4090	50.95781012	0.160262536	0.534263846	0.299968896	0.764200881	0.994061663
PA1262	45.65712883	0.160791554	0.545196544	0.294924016	0.768051925	0.994061663
PA2127	45.65712883	0.160791554	0.545196544	0.294924016	0.768051925	0.994061663
PA1733	154.9224332	0.160864315	0.481222254	0.334282785	0.73816618	0.994061663
PA3161	40.35644753	0.161385729	0.557868732	0.289289792	0.772359623	0.994061663
PA0593	90.91336579	0.161712462	0.491018444	0.329340911	0.741898024	0.994061663
PA0323	68.28524731	0.161966133	0.508504874	0.318514415	0.750094762	0.994061663
PA0358	68.28524731	0.161966133	0.508504874	0.318514415	0.750094762	0.994061663
PA4003	68.28524731	0.161966133	0.508504874	0.318514415	0.750094762	0.994061663
PA3862	97.63944038	0.163120584	0.488246685	0.334094606	0.73830817	0.994061663
PA3603	80.31200319	0.163274285	0.497423475	0.328240007	0.7427302	0.994061663
PA4382	366.9051416	0.163967146	0.49865776	0.328816994	0.742294017	0.994061663
PA2383	24.45440363	0.164157736	0.608385352	0.269825261	0.787294688	0.994061663
PA0272	264.9895214	0.164726668	0.486772913	0.338405576	0.735057573	0.994061663
PA1566	135.1451013	0.165077314	0.481836553	0.342600229	0.73189923	0.994061663
PA1594	8.552359741	0.16511748	0.656992906	0.251323078	0.801564334	0.994061663
PA1704	8.552359741	0.16511748	0.656992906	0.251323078	0.801564334	0.994061663
PA1894	8.552359741	0.16511748	0.656992906	0.251323078	0.801564334	0.994061663
PA2121	8.552359741	0.16511748	0.656992906	0.251323078	0.801564334	0.994061663
PA2538	8.552359741	0.16511748	0.656992906	0.251323078	0.801564334	0.994061663
PA3262	8.552359741	0.16511748	0.656992906	0.251323078	0.801564334	0.994061663
PA4177	8.552359741	0.16511748	0.656992906	0.251323078	0.801564334	0.994061663
PA1248	47.08252212	0.165178885	0.542194725	0.304648639	0.760633771	0.994061663
PA0398	19.15372234	0.16544817	0.630020589	0.262607561	0.792853072	0.994061663
PA4791	81.73739648	0.165816447	0.496475839	0.333986942	0.738389412	0.994061663
PA0807	41.78184082	0.166236564	0.554384674	0.299857792	0.764285631	0.994061663
PA4716	41.78184082	0.166236564	0.554384674	0.299857792	0.764285631	0.994061663
